shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
40006,50.494292,-104.671777,40007,0.516
40006,50.494273,-104.671769,40008,0.518
40006,50.494254,-104.671760,40009,0.520
40006,50.494234,-104.671754,40010,0.523
40006,50.494214,-104.671747,40011,0.525
40006,50.494194,-104.671740,40012,0.527
40006,50.494174,-104.671734,40013,0.530
40006,50.494154,-104.671729,40014,0.532
40006,50.494134,-104.671725,40015,0.534
40006,50.494113,-104.671721,40016,0.536
40006,50.494094,-104.671716,40017,0.538
40006,50.494073,-104.671714,40018,0.541
40006,50.494053,-104.671711,40019,0.543
40006,50.494032,-104.671708,40020,0.545
40006,50.494013,-104.671707,40021,0.547
40006,50.493992,-104.671706,40022,0.550
40006,50.493970,-104.671706,40023,0.552
40006,50.493752,-104.671709,40024,0.577
40006,50.493742,-104.671709,40025,0.578
40006,50.493220,-104.671707,40026,0.636
40006,50.493161,-104.671706,40027,0.642
40006,50.492613,-104.671707,40028,0.703
40006,50.492554,-104.671707,40029,0.710
40006,50.492495,-104.671706,40030,0.716
40006,50.492053,-104.671708,40031,0.765
40006,50.491984,-104.671707,40032,0.773
40006,50.491983,-104.671707,40033,0.773
40006,50.491983,-104.671817,40034,0.781
40006,50.491983,-104.672291,40035,0.815
40006,50.491983,-104.672291,50001,0.815
40006,50.491983,-104.672760,50002,0.848
40006,50.491983,-104.672853,50003,0.855
40006,50.491984,-104.672945,50004,0.861
40006,50.491983,-104.673757,50005,0.919
40006,50.491983,-104.673865,50006,0.926
40006,50.491984,-104.673975,50007,0.934
40006,50.491984,-104.674896,50008,0.999
40006,50.491984,-104.674988,50009,1.006
40006,50.491983,-104.675081,50010,1.012
40006,50.491985,-104.675530,50011,1.044
40006,50.491985,-104.675530,60001,1.044
40006,50.491985,-104.675639,60002,1.052
40006,50.491984,-104.675831,60003,1.066
40006,50.491984,-104.675849,60004,1.067
40006,50.491984,-104.676065,60005,1.082
40006,50.491984,-104.676345,60006,1.102
40006,50.491984,-104.677933,60007,1.215
40006,50.491984,-104.678024,60008,1.221
40006,50.491984,-104.678117,60009,1.228
40006,50.491984,-104.678389,60010,1.247
40006,50.491984,-104.678389,70001,1.247
40006,50.491984,-104.679062,70002,1.295
40006,50.491985,-104.679155,70003,1.302
40006,50.491984,-104.679247,70004,1.308
40006,50.491985,-104.680424,70005,1.391
40006,50.491985,-104.680534,70006,1.399
40006,50.491984,-104.680642,70007,1.407
40006,50.491984,-104.680971,70008,1.430
40006,50.491984,-104.680986,70009,1.431
40006,50.491984,-104.681003,70010,1.433
40006,50.491983,-104.681019,70011,1.434
40006,50.491983,-104.681034,70012,1.435
40006,50.491982,-104.681051,70013,1.436
40006,50.491981,-104.681067,70014,1.437
40006,50.491980,-104.681082,70015,1.438
40006,50.491978,-104.681099,70016,1.439
40006,50.491977,-104.681115,70017,1.440
40006,50.491976,-104.681130,70018,1.442
40006,50.491974,-104.681146,70019,1.443
40006,50.491974,-104.681147,70020,1.443
40006,50.491974,-104.681147,80001,1.443
40006,50.491971,-104.681163,80002,1.444
40006,50.491970,-104.681178,80003,1.445
40006,50.491967,-104.681194,80004,1.446
40006,50.491964,-104.681209,80005,1.447
40006,50.491962,-104.681225,80006,1.448
40006,50.491959,-104.681240,80007,1.449
40006,50.491955,-104.681256,80008,1.451
40006,50.491953,-104.681270,80009,1.452
40006,50.491949,-104.681285,80010,1.453
40006,50.491946,-104.681301,80011,1.454
40006,50.491942,-104.681315,80012,1.455
40006,50.491938,-104.681331,80013,1.456
40006,50.491934,-104.681345,80014,1.457
40006,50.491930,-104.681360,80015,1.459
40006,50.491925,-104.681374,80016,1.460
40006,50.491921,-104.681388,80017,1.461
40006,50.491915,-104.681403,80018,1.462
40006,50.491911,-104.681417,80019,1.463
40006,50.491905,-104.681431,80020,1.464
40006,50.491900,-104.681445,80021,1.466
40006,50.491895,-104.681459,80022,1.467
40006,50.491889,-104.681472,80023,1.468
40006,50.491884,-104.681486,80024,1.469
40006,50.491878,-104.681499,80025,1.470
40006,50.491872,-104.681511,80026,1.471
40006,50.491866,-104.681524,80027,1.472
40006,50.491860,-104.681538,80028,1.474
40006,50.491854,-104.681550,80029,1.475
40006,50.491847,-104.681562,80030,1.476
40006,50.491618,-104.681991,80031,1.515
40006,50.491611,-104.682004,80032,1.517
40006,50.491605,-104.682017,80033,1.518
40006,50.491599,-104.682029,80034,1.519
40006,50.491592,-104.682042,80035,1.520
40006,50.491587,-104.682055,80036,1.521
40006,50.491581,-104.682067,80037,1.522
40006,50.491575,-104.682082,80038,1.523
40006,50.491570,-104.682094,80039,1.524
40006,50.491565,-104.682108,80040,1.526
40006,50.491559,-104.682123,80041,1.527
40006,50.491554,-104.682137,80042,1.528
40006,50.491550,-104.682151,80043,1.529
40006,50.491544,-104.682165,80044,1.530
40006,50.491540,-104.682179,80045,1.531
40006,50.491535,-104.682193,80046,1.532
40006,50.491531,-104.682209,80047,1.534
40006,50.491527,-104.682223,80048,1.535
40006,50.491523,-104.682238,80049,1.536
40006,50.491519,-104.682253,80050,1.537
40006,50.491516,-104.682268,80051,1.538
40006,50.491512,-104.682284,80052,1.540
40006,50.491509,-104.682299,80053,1.541
40006,50.491506,-104.682313,80054,1.542
40006,50.491503,-104.682329,80055,1.543
40006,50.491501,-104.682344,80056,1.544
40006,50.491498,-104.682360,80057,1.545
40006,50.491495,-104.682375,80058,1.546
40006,50.491494,-104.682392,80059,1.547
40006,50.491491,-104.682408,80060,1.548
40006,50.491489,-104.682423,80061,1.550
40006,50.491487,-104.682439,80062,1.551
40006,50.491486,-104.682454,80063,1.552
40006,50.491485,-104.682471,80064,1.553
40006,50.491484,-104.682487,80065,1.554
40006,50.491483,-104.682502,80066,1.555
40006,50.491482,-104.682519,80067,1.556
40006,50.491481,-104.682535,80068,1.557
40006,50.491480,-104.682552,80069,1.559
40006,50.491480,-104.682567,80070,1.560
40006,50.491481,-104.682583,80071,1.561
40006,50.491480,-104.684438,80072,1.692
40006,50.491485,-104.684541,80073,1.700
40006,50.491481,-104.684642,80074,1.707
40006,50.491480,-104.685188,80075,1.746
40006,50.491481,-104.685618,80076,1.776
40006,50.491481,-104.686080,80077,1.809
40006,50.491481,-104.686080,90001,1.809
40006,50.491481,-104.686715,90002,1.854
40006,50.491482,-104.686932,90003,1.869
40006,50.491385,-104.686958,90004,1.880
40006,50.488400,-104.687825,90005,2.218
40006,50.488395,-104.687140,90006,2.266
40006,50.488395,-104.687140,100001,2.266
40006,50.488389,-104.686302,100002,2.326
40006,50.488385,-104.686160,100003,2.336
40006,50.488388,-104.686012,100004,2.346
40006,50.488389,-104.685980,100005,2.349
40006,50.488388,-104.685903,100006,2.354
40006,50.488387,-104.685827,100007,2.360
40006,50.488385,-104.685751,100008,2.365
40006,50.488382,-104.685675,100009,2.370
40006,50.488377,-104.685599,100010,2.376
40006,50.488372,-104.685523,100011,2.381
40006,50.488367,-104.685447,100012,2.386
40006,50.488360,-104.685372,100013,2.392
40006,50.488354,-104.685296,100014,2.397
40006,50.488345,-104.685221,100015,2.403
40006,50.488336,-104.685147,100016,2.408
40006,50.488317,-104.685006,100017,2.418
40006,50.488301,-104.684900,100018,2.426
40006,50.488283,-104.684791,100019,2.434
40006,50.488030,-104.683219,100020,2.549
40006,50.488010,-104.683094,100021,2.558
40006,50.487989,-104.682968,100022,2.567
40006,50.487928,-104.682591,100023,2.595
40006,50.487928,-104.682591,110001,2.595
40006,50.487790,-104.681738,110002,2.657
40006,50.487778,-104.681659,110003,2.663
40006,50.487767,-104.681580,110004,2.669
40006,50.487756,-104.681501,110005,2.675
40006,50.487747,-104.681422,110006,2.680
40006,50.487738,-104.681343,110007,2.686
40006,50.487730,-104.681263,110008,2.692
40006,50.487724,-104.681184,110009,2.697
40006,50.487717,-104.681104,110010,2.703
40006,50.487713,-104.681023,110011,2.709
40006,50.487708,-104.680943,110012,2.714
40006,50.487705,-104.680863,110013,2.720
40006,50.487702,-104.680783,110014,2.726
40006,50.487701,-104.680702,110015,2.732
40006,50.487700,-104.680598,110016,2.739
40006,50.487700,-104.680533,110017,2.744
40006,50.487700,-104.680405,110018,2.753
40006,50.487701,-104.680276,110019,2.762
40006,50.487701,-104.679249,110020,2.835
40006,50.487701,-104.679157,110021,2.841
40006,50.487701,-104.679064,110022,2.848
40006,50.487702,-104.678151,110023,2.913
40006,50.487702,-104.678021,110024,2.922
40006,50.487702,-104.677893,110025,2.931
40006,50.487702,-104.677621,110026,2.950
40006,50.487702,-104.677621,120001,2.950
40006,50.487702,-104.676067,120002,3.060
40006,50.487704,-104.675853,120003,3.075
40006,50.487703,-104.675641,120004,3.091
40006,50.487704,-104.674143,120005,3.197
40006,50.487704,-104.674015,120006,3.206
40006,50.487704,-104.673885,120007,3.215
40006,50.487705,-104.673681,120008,3.230
40006,50.487705,-104.673681,130001,3.230
40006,50.487704,-104.673148,130002,3.267
40006,50.487705,-104.673039,130003,3.275
40006,50.487705,-104.672929,130004,3.283
40006,50.487705,-104.671771,130005,3.365
40006,50.487704,-104.671651,130006,3.374
40006,50.487703,-104.671446,130007,3.388
40006,50.487705,-104.671241,130008,3.403
40006,50.487710,-104.671036,130009,3.417
40006,50.487717,-104.670832,130010,3.432
40006,50.487725,-104.670626,130011,3.446
40006,50.487736,-104.670423,130012,3.461
40006,50.487749,-104.670218,130013,3.475
40006,50.487765,-104.670015,130014,3.490
40006,50.487783,-104.669812,130015,3.505
40006,50.487803,-104.669609,130016,3.519
40006,50.487833,-104.669342,130017,3.538
40006,50.487870,-104.669040,130018,3.560
40006,50.487886,-104.668913,130019,3.569
40006,50.487901,-104.668788,130020,3.578
40006,50.487951,-104.668374,130021,3.608
40006,50.487951,-104.668374,140001,3.608
40006,50.487995,-104.668010,140002,3.635
40006,50.488019,-104.667799,140003,3.650
40006,50.488041,-104.667587,140004,3.665
40006,50.488061,-104.667374,140005,3.680
40006,50.488086,-104.667050,140006,3.704
40006,50.488100,-104.666835,140007,3.719
40006,50.488111,-104.666621,140008,3.734
40006,50.488120,-104.666407,140009,3.749
40006,50.488127,-104.666192,140010,3.764
40006,50.488131,-104.665977,140011,3.780
40006,50.488133,-104.665641,140012,3.804
40006,50.488133,-104.665514,140013,3.813
40006,50.488133,-104.665386,140014,3.822
40006,50.488128,-104.663924,140015,3.925
40006,50.487770,-104.663927,140016,3.965
40006,50.487770,-104.663927,150001,3.965
40006,50.484270,-104.663954,150002,4.354
40006,50.482891,-104.663954,150003,4.508
40006,50.482850,-104.663955,150004,4.512
40006,50.482850,-104.663955,160001,4.512
40006,50.481259,-104.663953,160002,4.689
40006,50.481259,-104.663953,170001,4.689
40006,50.480891,-104.663953,170002,4.730
40006,50.479264,-104.663953,170003,4.911
40006,50.478839,-104.663953,170004,4.958
40006,50.478839,-104.663953,180001,4.958
40006,50.477013,-104.663951,180002,5.161
40006,50.477013,-104.663260,180003,5.210
40006,50.477013,-104.663260,190001,5.210
40006,50.477013,-104.662539,190002,5.261
40006,50.477014,-104.661303,190003,5.349
40006,50.477015,-104.660735,190004,5.389
40006,50.477015,-104.660089,190005,5.435
40006,50.477015,-104.660089,200001,5.435
40006,50.477015,-104.660067,200002,5.437
40006,50.477016,-104.658831,200003,5.525
40006,50.477018,-104.656587,200004,5.684
40006,50.477018,-104.656176,200005,5.713
40006,50.477018,-104.655420,200006,5.767
40006,50.477018,-104.655420,210001,5.767
40006,50.477021,-104.652527,210002,5.972
40006,50.476320,-104.652526,210003,6.050
40006,50.476320,-104.652526,220001,6.050
40006,50.474217,-104.652522,220002,6.284
40006,50.474033,-104.652522,220003,6.304
40006,50.473942,-104.652486,220004,6.314
40006,50.473852,-104.652485,220005,6.324
40006,50.473710,-104.652485,220006,6.340
40006,50.473710,-104.652485,230001,6.340
40006,50.472392,-104.652483,230002,6.487
40006,50.472210,-104.652483,230003,6.507
40006,50.472210,-104.652483,240001,6.507
40006,50.470961,-104.652482,240002,6.646
40006,50.470961,-104.651759,240003,6.697
40006,50.470961,-104.651759,250001,6.697
40006,50.470961,-104.651073,250002,6.746
40006,50.470961,-104.649629,250003,6.848
40006,50.470961,-104.649040,250004,6.890
40006,50.470961,-104.649040,260001,6.890
40006,50.470962,-104.648187,260002,6.951
40006,50.470962,-104.646746,260003,7.053
40006,50.470963,-104.646210,260004,7.091
40006,50.470963,-104.646210,270001,7.091
40006,50.470963,-104.645303,270002,7.155
40006,50.470964,-104.643971,270003,7.250
40006,50.470964,-104.643971,280001,7.250
40006,50.470964,-104.643860,280002,7.258
40006,50.470964,-104.642417,280003,7.360
40006,50.470933,-104.641464,280004,7.428
40006,50.469852,-104.641695,280005,7.549
40006,50.469754,-104.641714,280006,7.560
40006,50.469670,-104.641733,280007,7.570
40006,50.469586,-104.641754,280008,7.579
40006,50.469502,-104.641777,280009,7.589
40006,50.469418,-104.641803,280010,7.598
40006,50.469335,-104.641830,280011,7.608
40006,50.468947,-104.641966,280012,7.652
40006,50.468868,-104.641993,280013,7.661
40006,50.468813,-104.642014,280014,7.667
40006,50.468757,-104.642037,280015,7.673
40006,50.468702,-104.642062,280016,7.680
40006,50.468648,-104.642088,280017,7.686
40006,50.468593,-104.642115,280018,7.693
40006,50.468539,-104.642143,280019,7.699
40006,50.468485,-104.642173,280020,7.705
40006,50.468431,-104.642205,280021,7.712
40006,50.468378,-104.642239,280022,7.718
40006,50.468325,-104.642273,280023,7.724
40006,50.467168,-104.643050,280024,7.864
40006,50.466446,-104.643440,280025,7.949
40006,50.466431,-104.643451,280026,7.951
40006,50.466419,-104.643460,280027,7.953
40006,50.466406,-104.643467,280028,7.954
40006,50.466393,-104.643476,280029,7.956
40006,50.466380,-104.643483,280030,7.957
40006,50.466368,-104.643490,280031,7.959
40006,50.466355,-104.643497,280032,7.960
40006,50.466342,-104.643503,280033,7.962
40006,50.466329,-104.643508,280034,7.963
40006,50.466316,-104.643514,280035,7.965
40006,50.466303,-104.643520,280036,7.966
40006,50.466290,-104.643524,280037,7.968
40006,50.466276,-104.643530,280038,7.970
40006,50.466264,-104.643534,280039,7.971
40006,50.466250,-104.643537,280040,7.973
40006,50.466237,-104.643542,280041,7.974
40006,50.466223,-104.643544,280042,7.976
40006,50.466210,-104.643547,280043,7.977
40006,50.466196,-104.643549,280044,7.979
40006,50.466183,-104.643552,280045,7.980
40006,50.466169,-104.643553,280046,7.981
40006,50.466156,-104.643555,280047,7.983
40006,50.466142,-104.643555,280048,7.984
40006,50.466129,-104.643556,280049,7.986
40006,50.466115,-104.643557,280050,7.987
40006,50.462930,-104.643555,280051,8.342
40006,50.462931,-104.640964,280052,8.526
40006,50.462590,-104.640961,280053,8.563
40006,50.462590,-104.640961,290001,8.563
40006,50.462058,-104.640957,290002,8.623
40006,50.461393,-104.640962,290003,8.697
40006,50.461395,-104.640481,290004,8.731
40006,50.461395,-104.640481,300001,8.731
40006,50.461398,-104.639820,300002,8.778
40006,50.461394,-104.638369,300003,8.881
40006,50.461395,-104.637930,300004,8.912
40006,50.461395,-104.637930,310001,8.912
40006,50.461398,-104.636932,310002,8.983
40006,50.461394,-104.635495,310003,9.085
40006,50.461393,-104.635120,310004,9.111
40006,50.461393,-104.635120,320001,9.111
40006,50.461389,-104.634016,320002,9.190
40006,50.461385,-104.632593,320003,9.291
40006,50.461386,-104.632141,320004,9.323
40006,50.461386,-104.632141,330001,9.323
40006,50.461389,-104.631170,330002,9.392
40006,50.461385,-104.629733,330003,9.494
40006,50.461386,-104.629169,330004,9.534
40006,50.461386,-104.629169,340001,9.534
40006,50.461389,-104.628268,340002,9.598
40006,50.461384,-104.626817,340003,9.701
40006,50.461383,-104.626280,340004,9.739
40006,50.461383,-104.626280,350001,9.739
40006,50.461380,-104.625380,350002,9.803
40006,50.461375,-104.623929,350003,9.906
40006,50.461376,-104.623617,350004,9.928
40006,50.461376,-104.623617,360001,9.928
40006,50.461379,-104.622491,360002,10.008
40006,50.461375,-104.621054,360003,10.110
40006,50.461379,-104.620649,360004,10.138
40006,50.461379,-104.620649,370001,10.138
40006,50.461388,-104.619603,370002,10.213
40006,50.461383,-104.618115,370003,10.318
40006,50.461383,-104.618096,370004,10.320
40006,50.461030,-104.618096,370005,10.359
40006,50.461030,-104.618096,380001,10.359
40006,50.459845,-104.618094,380002,10.491
40006,50.458289,-104.618092,380003,10.664
40006,50.457850,-104.618092,380004,10.712
40006,50.457850,-104.618092,390001,10.712
40006,50.456742,-104.618091,390002,10.836
40006,50.455104,-104.618104,390003,11.018
40006,50.455096,-104.618104,390004,11.019
40006,50.455093,-104.616849,390005,11.108
40006,50.455093,-104.616849,400001,11.108
40006,50.455093,-104.616569,400002,11.128
40006,50.455093,-104.615197,400003,11.225
40006,50.455092,-104.615140,400004,11.229
40006,50.455091,-104.613695,400005,11.332
40006,50.455089,-104.613129,400006,11.372
40006,50.455089,-104.613129,410001,11.372
40006,50.455086,-104.612258,410002,11.434
40006,50.455091,-104.610807,410003,11.537
40006,50.455095,-104.609370,410004,11.639
40006,50.455092,-104.608500,410005,11.700
40006,50.455092,-104.608500,420001,11.700
40006,50.455090,-104.607933,420002,11.741
40006,50.455094,-104.606398,420003,11.850
40006,50.453021,-104.606404,420004,12.080
40006,50.452103,-104.606407,420005,12.182
40006,50.451190,-104.606409,420006,12.284
40006,50.451190,-104.606409,430001,12.284
40006,50.450372,-104.606412,430002,12.375
40006,50.450377,-104.607916,430003,12.482
40006,50.450374,-104.609230,430004,12.575
40006,50.450374,-104.609230,440001,12.575
40006,50.450373,-104.609367,440002,12.585
40006,50.450369,-104.610818,440003,12.688
40006,50.450374,-104.612254,440004,12.790
40006,50.450378,-104.613470,440005,12.876
40006,50.450378,-104.613470,450001,12.876
40006,50.450379,-104.613691,450002,12.892
40006,50.450383,-104.615142,450003,12.995
40006,50.448801,-104.615141,450004,13.171
40006,50.448797,-104.616380,450005,13.258
40006,50.448797,-104.616380,460001,13.258
40006,50.448796,-104.616577,460002,13.273
40006,50.448810,-104.618098,460003,13.380
40006,50.448400,-104.618099,460004,13.426
40006,50.448400,-104.618099,470001,13.426
40006,50.447165,-104.618097,470002,13.563
40006,50.446740,-104.618094,470003,13.611
40006,50.446740,-104.618094,480001,13.611
40006,50.445519,-104.618083,480002,13.746
40006,50.445170,-104.618085,480003,13.785
40006,50.445170,-104.618085,490001,13.785
40006,50.443963,-104.618095,490002,13.919
40006,50.443660,-104.618095,490003,13.953
40006,50.443660,-104.618095,500001,13.953
40006,50.442416,-104.618093,500002,14.091
40006,50.442019,-104.618092,500003,14.136
40006,50.442019,-104.618092,510001,14.136
40006,50.440980,-104.618091,510002,14.251
40006,50.440980,-104.618091,520001,14.251
40006,50.440770,-104.618090,520002,14.274
40006,50.440360,-104.618087,520003,14.320
40006,50.438875,-104.618075,520004,14.485
40006,50.437501,-104.618064,520005,14.638
40006,50.437501,-104.618064,530001,14.638
40006,50.437413,-104.618063,530002,14.648
40006,50.434888,-104.618070,530003,14.928
40006,50.433306,-104.618068,530004,15.104
40006,50.432869,-104.618072,530005,15.153
40006,50.432869,-104.618072,540001,15.153
40006,50.431669,-104.618081,540002,15.287
40006,50.431331,-104.618078,540003,15.324
40006,50.431331,-104.618078,550001,15.324
40006,50.430005,-104.618067,550002,15.472
40006,50.429610,-104.618070,550003,15.515
40006,50.429610,-104.618070,560001,15.515
40006,50.428352,-104.618080,560002,15.655
40006,50.426701,-104.618079,560003,15.839
40006,50.426360,-104.618082,560004,15.877
40006,50.426360,-104.618082,570001,15.877
40006,50.425039,-104.618092,570002,16.024
40006,50.423412,-104.618065,570003,16.205
40006,50.423409,-104.617330,570004,16.257
40006,50.423409,-104.617330,580001,16.257
40006,50.423403,-104.615401,580002,16.394
40006,50.423415,-104.614192,580003,16.480
40006,50.423429,-104.612866,580004,16.574
40006,50.423956,-104.612861,580005,16.633
40006,50.423958,-104.612279,580006,16.674
40006,50.423960,-104.611872,580007,16.703
40006,50.423964,-104.610830,580008,16.777
40006,50.423964,-104.610830,590001,16.777
40006,50.423970,-104.609318,590002,16.884
40006,50.423432,-104.609320,590003,16.944
40006,50.423432,-104.609313,590004,16.945
40006,50.423421,-104.608364,590005,17.012
40006,50.422921,-104.608368,590006,17.067
40006,50.422670,-104.608369,590007,17.095
40006,50.422670,-104.608369,600001,17.095
40006,50.420982,-104.608370,600002,17.283
40006,50.420982,-104.607729,600003,17.329
40006,50.420982,-104.607729,610001,17.329
40006,50.420982,-104.607173,610002,17.368
40006,50.420982,-104.606095,610003,17.445
40006,50.420982,-104.606084,610004,17.445
40006,50.420982,-104.606071,610005,17.446
40006,50.420982,-104.606058,610006,17.447
40006,50.420983,-104.606046,610007,17.448
40006,50.420983,-104.606035,610008,17.449
40006,50.420984,-104.606022,610009,17.450
40006,50.420985,-104.606009,610010,17.451
40006,50.420987,-104.605998,610011,17.452
40006,50.420987,-104.605985,610012,17.453
40006,50.420988,-104.605973,610013,17.453
40006,50.420990,-104.605961,610014,17.454
40006,50.420992,-104.605949,610015,17.455
40006,50.420994,-104.605937,610016,17.456
40006,50.420995,-104.605925,610017,17.457
40006,50.420997,-104.605913,610018,17.458
40006,50.420999,-104.605902,610019,17.458
40006,50.421002,-104.605889,610020,17.459
40006,50.421004,-104.605878,610021,17.460
40006,50.421006,-104.605867,610022,17.461
40006,50.421009,-104.605854,610023,17.462
40006,50.421011,-104.605843,610024,17.463
40006,50.421015,-104.605832,610025,17.464
40006,50.421017,-104.605820,610026,17.465
40006,50.421021,-104.605809,610027,17.465
40006,50.421024,-104.605798,610028,17.466
40006,50.421028,-104.605784,610029,17.468
40006,50.421267,-104.605028,610030,17.527
40006,50.421356,-104.604745,610031,17.550
40006,50.421356,-104.604745,620001,17.550
40006,50.421588,-104.604008,620002,17.608
40006,50.421709,-104.603624,620003,17.639
40006,50.421712,-104.603613,620004,17.640
40006,50.421715,-104.603602,620005,17.640
40006,50.421719,-104.603590,620006,17.641
40006,50.421721,-104.603579,620007,17.642
40006,50.421725,-104.603568,620008,17.643
40006,50.421727,-104.603556,620009,17.644
40006,50.421730,-104.603545,620010,17.645
40006,50.421733,-104.603532,620011,17.646
40006,50.421735,-104.603521,620012,17.647
40006,50.421737,-104.603510,620013,17.648
40006,50.421739,-104.603497,620014,17.648
40006,50.421742,-104.603486,620015,17.649
40006,50.421743,-104.603473,620016,17.650
40006,50.421745,-104.603462,620017,17.651
40006,50.421746,-104.603449,620018,17.652
40006,50.421748,-104.603438,620019,17.653
40006,50.421750,-104.603425,620020,17.654
40006,50.421750,-104.603414,620021,17.654
40006,50.421751,-104.603401,620022,17.655
40006,50.421752,-104.603389,620023,17.656
40006,50.421753,-104.603377,620024,17.657
40006,50.421754,-104.603368,620025,17.658
40006,50.421755,-104.603352,620026,17.659
40006,50.421755,-104.603339,620027,17.660
40006,50.421755,-104.603318,620028,17.661
40006,50.421759,-104.602741,620029,17.702
40006,50.421765,-104.601635,620030,17.781
40006,50.422379,-104.601635,620031,17.849
40006,50.422379,-104.601635,630001,17.849
40006,50.423447,-104.601636,630002,17.968
40006,50.423448,-104.600891,630003,18.021
40006,50.423448,-104.600891,640001,18.021
40006,50.423449,-104.599547,640002,18.116
40006,50.423449,-104.599315,640003,18.133
40006,50.423465,-104.598967,640004,18.157
40006,50.423500,-104.598622,640005,18.182
40006,50.423556,-104.598283,640006,18.207
40006,50.423666,-104.597795,640007,18.244
40006,50.423713,-104.597639,640008,18.256
40006,50.423713,-104.597639,650001,18.256
40006,50.424044,-104.596526,650002,18.343
40006,50.424397,-104.595420,650003,18.431
40006,50.424317,-104.595344,650004,18.442
40006,50.424197,-104.595237,650005,18.457
40006,50.424077,-104.595132,650006,18.472
40006,50.423955,-104.595032,650007,18.488
40006,50.423833,-104.594935,650008,18.503
40006,50.423709,-104.594840,650009,18.518
40006,50.423683,-104.594820,650010,18.521
40006,50.423683,-104.594820,660001,18.521
40006,50.423585,-104.594749,660002,18.533
40006,50.423459,-104.594662,660003,18.549
40006,50.423332,-104.594577,660004,18.564
40006,50.423204,-104.594497,660005,18.579
40006,50.423076,-104.594420,660006,18.595
40006,50.422947,-104.594347,660007,18.610
40006,50.422817,-104.594276,660008,18.625
40006,50.422686,-104.594210,660009,18.640
40006,50.422555,-104.594147,660010,18.656
40006,50.422422,-104.594088,660011,18.671
40006,50.422289,-104.594033,660012,18.686
40006,50.422156,-104.593980,660013,18.702
40006,50.422022,-104.593932,660014,18.717
40006,50.421887,-104.593887,660015,18.732
40006,50.421752,-104.593847,660016,18.747
40006,50.421617,-104.593809,660017,18.763
40006,50.421481,-104.593776,660018,18.778
40006,50.421345,-104.593747,660019,18.794
40006,50.421208,-104.593720,660020,18.809
40006,50.421071,-104.593698,660021,18.824
40006,50.420934,-104.593678,660022,18.839
40006,50.420797,-104.593664,660023,18.855
40006,50.420674,-104.593652,660024,18.868
40006,50.420385,-104.593642,660025,18.901
40006,50.420247,-104.593642,660026,18.916
40006,50.420159,-104.593643,660027,18.926
40006,50.420156,-104.593016,660028,18.970
40006,50.419898,-104.593021,660029,18.999
40006,50.419871,-104.593022,660030,19.002
40006,50.419587,-104.593044,660031,19.033
40006,50.419303,-104.593081,660032,19.065
40006,50.419088,-104.593121,660033,19.089
40006,50.419088,-104.593121,670001,19.089
40006,50.419020,-104.593134,670002,19.097
40006,50.418737,-104.593202,670003,19.129
40006,50.418714,-104.593207,670004,19.131
40006,50.418090,-104.593373,670005,19.202
40006,50.417809,-104.593512,670006,19.234
40006,50.417527,-104.593639,670007,19.267
40006,50.417243,-104.593752,670008,19.300
40006,50.417161,-104.593782,670009,19.309
40006,50.417078,-104.593807,670010,19.318
40006,50.416996,-104.593827,670011,19.328
40006,50.416912,-104.593844,670012,19.337
40006,50.416902,-104.592801,670013,19.411
40006,50.416899,-104.592746,670014,19.415
40006,50.416890,-104.592691,670015,19.419
40006,50.416876,-104.592640,670016,19.423
40006,50.416857,-104.592594,670017,19.427
40006,50.416833,-104.592554,670018,19.431
40006,50.416806,-104.592519,670019,19.435
40006,50.416572,-104.592374,670020,19.463
40006,50.416520,-104.592349,670021,19.469
40006,50.416467,-104.592332,670022,19.475
40006,50.416413,-104.592325,670023,19.481
40006,50.416360,-104.592328,670024,19.487
40006,50.415940,-104.592325,670025,19.533
40006,50.415940,-104.592325,680001,19.533
40006,50.415622,-104.592323,680002,19.569
40006,50.415619,-104.592323,680003,19.569
40006,50.415610,-104.593851,680004,19.677
40006,50.415606,-104.594457,680005,19.721
40006,50.415606,-104.594474,680006,19.722
40006,50.415606,-104.594485,680007,19.723
40006,50.415606,-104.594511,680008,19.724
40006,50.415605,-104.594532,680009,19.726
40006,50.415601,-104.595269,680010,19.778
40006,50.415596,-104.595969,680011,19.828
40006,50.415596,-104.595969,690001,19.828
40006,50.415582,-104.597731,690002,19.953
40006,50.415582,-104.598370,690003,19.999
40006,50.415582,-104.598370,700001,19.999
40006,50.415586,-104.601620,700002,20.230
40006,50.416102,-104.601640,700003,20.287
40006,50.416420,-104.601637,700004,20.322
40006,50.416420,-104.601637,710001,20.322
40006,50.416729,-104.601635,710002,20.357
40006,50.416735,-104.604531,710003,20.562
40006,50.416735,-104.604531,720001,20.562
40006,50.416737,-104.605403,720002,20.624
40006,50.416746,-104.606730,720003,20.718
40006,50.416750,-104.607470,720004,20.771
40006,50.416750,-104.607470,730001,20.771
40006,50.416751,-104.607604,730002,20.781
40006,50.416751,-104.607639,730003,20.783
40006,50.416749,-104.607674,730004,20.786
40006,50.416747,-104.607711,730005,20.788
40006,50.416744,-104.607746,730006,20.791
40006,50.416741,-104.607781,730007,20.793
40006,50.416736,-104.607815,730008,20.796
40006,50.416732,-104.607850,730009,20.798
40006,50.416726,-104.607884,730010,20.801
40006,50.416719,-104.607918,730011,20.803
